"","entry_number","@_fa","@seq","author_url","authid","orcid","authname","surname","given_name","initials","afid.@_fa","afid"
"1043",323,"true","1","https://api.elsevier.com/content/author/author_id/23491261700","23491261700",NA,"Chakrabarti S.","Chakrabarti","Somnath","S.","true","60107372"
"1044",323,"true","2","https://api.elsevier.com/content/author/author_id/57202266562","57202266562",NA,"Trehan D.","Trehan","Deepak","D.","true","60107372"
"1045",323,"true","3","https://api.elsevier.com/content/author/author_id/57202267417","57202267417",NA,"Makhija M.","Makhija","Mayank","M.","true","60112748"
"1046",324,"true","1","https://api.elsevier.com/content/author/author_id/56204778300","56204778300",NA,"Rambocas M.","Rambocas","Meena","M.","true","60071706"
"1047",324,"true","2","https://api.elsevier.com/content/author/author_id/56162376200","56162376200",NA,"Pacheco B.G.","Pacheco","Barney G.","B.G.","true","60071706"
"1048",325,"true","1","https://api.elsevier.com/content/author/author_id/57193363050","57193363050",NA,"Jiang H.","Jiang","Haotian","H.","true","60000305"
"1049",325,"true","2","https://api.elsevier.com/content/author/author_id/57196245975","57196245975",NA,"Starkman J.","Starkman","James","J.","true","60000305"
"1050",325,"true","3","https://api.elsevier.com/content/author/author_id/57188575703","57188575703",NA,"Liu M.","Liu","Menghan","M.","true","60000305"
"1051",325,"true","4","https://api.elsevier.com/content/author/author_id/55632921200","55632921200",NA,"Huang M.","Huang","Ming Chun","M.C.","true","60000305"
"1052",326,"true","1","https://api.elsevier.com/content/author/author_id/24553642000","24553642000",NA,"Albert N.","Albert","Noel","N.","true","60107797"
"1053",326,"true","2","https://api.elsevier.com/content/author/author_id/14049522800","14049522800",NA,"Thomson M.","Thomson","Matthew","M.","true","60115928"
"1054",327,"true","1","https://api.elsevier.com/content/author/author_id/14034174700","14034174700",NA,"Humphreys A.","Humphreys","Ashlee","A.","true","60007363"
"1055",327,"true","2","https://api.elsevier.com/content/author/author_id/56504102900","56504102900",NA,"Wang R.J.H.","Wang","Rebecca Jen Hui","R.J.H.","true","60000060"
"1056",328,"true","1","https://api.elsevier.com/content/author/author_id/57202583646","57202583646",NA,"Dilip R.C.","Dilip","R. C.","R.C.","true","60071105"
"1057",328,"true","2","https://api.elsevier.com/content/author/author_id/57202589742","57202589742",NA,"Lucas T.","Lucas","T.","T.","true","60071105"
"1058",328,"true","3","https://api.elsevier.com/content/author/author_id/57202574752","57202574752",NA,"Saarangan A.","Saarangan","A.","A.","true","60071105"
"1059",328,"true","4","https://api.elsevier.com/content/author/author_id/57221768212","57221768212",NA,"Sumathipala S.","Sumathipala","Sagara","S.","true","60071105"
"1060",328,"true","5","https://api.elsevier.com/content/author/author_id/25926589200","25926589200",NA,"Premachandra C.","Premachandra","Chinthaka","C.","true","60011944"
"1061",329,"true","1","https://api.elsevier.com/content/author/author_id/55670500300","55670500300",NA,"Chen S.","Chen","Song","S.","true","60021023"
"1062",329,"true","2","https://api.elsevier.com/content/author/author_id/55992561800","55992561800",NA,"Vidden C.","Vidden","Chad","C.","true","60021023"
"1063",329,"true","3","https://api.elsevier.com/content/author/author_id/57205218050","57205218050",NA,"Nelson N.","Nelson","Nicole","N.","true","121884397"
"1064",329,"true","4","https://api.elsevier.com/content/author/author_id/6603822722","6603822722",NA,"Vriens M.","Vriens","Marco","M.","true","60021023"
"1065",330,"true","1","https://api.elsevier.com/content/author/author_id/57205224859","57205224859",NA,"Sotolongo N.","Sotolongo","Nicholas","N.","true","121884981"
"1066",330,"true","2","https://api.elsevier.com/content/author/author_id/6506169816","6506169816",NA,"Copulsky J.","Copulsky","Jonathan","J.","true","121884981"
"1067",331,"true","1","https://api.elsevier.com/content/author/author_id/57193698815","57193698815",NA,"Liu X.","Liu","Xia","X.","true","60016602"
"1068",331,"true","2","https://api.elsevier.com/content/author/author_id/7201496501","7201496501",NA,"Burns A.C.","Burns","Alvin C.","A.C.","true","60122589"
"1069",332,"true","1","https://api.elsevier.com/content/author/author_id/57160352200","57160352200",NA,"Treen E.","Treen","Emily","E.","true","60018491"
"1070",332,"true","2","https://api.elsevier.com/content/author/author_id/55746169800","55746169800",NA,"Money A.","Money","Arthur","A.","true","60002014"
"1071",333,"true","1","https://api.elsevier.com/content/author/author_id/57194497026","57194497026",NA,"Kampani J.","Kampani","Julia","J.","true","60030480"
"1072",333,"true","2","https://api.elsevier.com/content/author/author_id/55672604000","55672604000",NA,"Archer-Brown C.","Archer-Brown","Chris","C.","true","60030480"
"1073",333,"true","3","https://api.elsevier.com/content/author/author_id/35317466000","35317466000",NA,"Hang H.","Hang","Haiming","H.","true","60030480"
"1074",334,"true","1","https://api.elsevier.com/content/author/author_id/55583188400","55583188400",NA,"Gurviez P.","Gurviez","Patricia","P.","true","60106017"
"1075",334,"true","2","https://api.elsevier.com/content/author/author_id/7102195360","7102195360",NA,"Besson M.","Besson","Madeleine","M.","true","60117636"
"1076",334,"true","3","https://api.elsevier.com/content/author/author_id/55628201600","55628201600",NA,"Blumenthal D.","Blumenthal","David","D.","true","60106017"
"1077",335,"true","1","https://api.elsevier.com/content/author/author_id/55848195500","55848195500",NA,"Jain V.","Jain","Varsha","V.","true","60106948"
"1078",335,"true","2","https://api.elsevier.com/content/author/author_id/25029708800","25029708800",NA,"Merchant A.","Merchant","Altaf","A.","true","60006602"
"1079",335,"true","3","https://api.elsevier.com/content/author/author_id/57218125470","57218125470",NA,"Deshmukh S.","Deshmukh","Siddharth","S.","true","60106948"
"1080",335,"true","4","https://api.elsevier.com/content/author/author_id/57192169212","57192169212",NA,"Ganesh B.E.","Ganesh","B. E.","B.E.","true","60106948"
"1081",336,"true","1","https://api.elsevier.com/content/author/author_id/57160352200","57160352200",NA,"Treen E.","Treen","Emily","E.","true","60018491"
"1082",336,"true","2","https://api.elsevier.com/content/author/author_id/55750572000","55750572000",NA,"Grant P.","Grant","Philip","P.","true","127775328"
"1083",336,"true","3","https://api.elsevier.com/content/author/author_id/6506258799","6506258799",NA,"Van Heerden G.","Van Heerden","Gene","G.","true","60021902"
"1084",336,"true","4","https://api.elsevier.com/content/author/author_id/54893583300","54893583300",NA,"Vella J.","Vella","Joseph","J.","true","60072651"
"1085",336,"true","5","https://api.elsevier.com/content/author/author_id/57217483548","57217483548",NA,"Botha E.","Botha","Elsamari","E.","true","60211707"
"1086",336,"true","6","https://api.elsevier.com/content/author/author_id/56250973100","56250973100",NA,"Chan A.","Chan","Anthony","A.","true","60018491"
"1087",337,"true","1","https://api.elsevier.com/content/author/author_id/55496017300","55496017300",NA,"Frost R.","Frost","Raymond","R.","true","60011132"
"1088",337,"true","2","https://api.elsevier.com/content/author/author_id/55661441200","55661441200",NA,"Fox A.K.","Fox","Alexa K.","A.K.","true","60032143"
"1089",337,"true","3","https://api.elsevier.com/content/author/author_id/55421264600","55421264600",NA,"Strauss J.","Strauss","Judy","J.","true","60001769"
"1090",338,"true","1","https://api.elsevier.com/content/author/author_id/57195642720","57195642720",NA,"Chakraborty U.","Chakraborty","Uttam","U.","true","60004954"
"1091",338,"true","2","https://api.elsevier.com/content/author/author_id/26029735500","26029735500",NA,"Bhat S.","Bhat","Savita","S.","true","60004954"
"1092",339,"true","1","https://api.elsevier.com/content/author/author_id/56326794200","56326794200",NA,"Takahashi H.","Takahashi","Hironao","H.","true","60194948"
"1093",339,"true","2","https://api.elsevier.com/content/author/author_id/56725664900","56725664900",NA,"Lakhani U.","Lakhani","Uzair","U.","true","117277924"
"1094",339,"true","3","https://api.elsevier.com/content/author/author_id/56725123200","56725123200",NA,"Raza A.","Raza","Asif","A.","true","117277924"
"1095",340,"true","1","https://api.elsevier.com/content/author/author_id/57039073900","57039073900",NA,"Rubio-Drosdov E.","Rubio-Drosdov","Eugenio","E.","true","60001741"
"1096",340,"true","2","https://api.elsevier.com/content/author/author_id/23011378500","23011378500",NA,"Díaz-Sánchez D.","Díaz-Sánchez","Daniel","D.","true","60001741"
"1097",340,"true","3","https://api.elsevier.com/content/author/author_id/57441554200","57441554200",NA,"Almenárez F.","Almenárez","Florina","F.","true","60001741"
"1098",340,"true","4","https://api.elsevier.com/content/author/author_id/53866205300","53866205300",NA,"Arias-Cabarcos P.","Arias-Cabarcos","Patricia","P.","true","60001741"
"1099",340,"true","5","https://api.elsevier.com/content/author/author_id/57208652438","57208652438",NA,"Marín A.","Marín","Andrés","A.","true","60001741"
"1100",341,"true","1","https://api.elsevier.com/content/author/author_id/55787480900","55787480900",NA,"Cho Y.J.","Cho","Yung Jan","Y.J.","true","60116515"
"1101",341,"true","2","https://api.elsevier.com/content/author/author_id/57191663280","57191663280",NA,"Fu P.W.","Fu","Pei Wen","P.W.","true","60011357"
"1102",341,"true","3","https://api.elsevier.com/content/author/author_id/56132549400","56132549400",NA,"Wu C.C.","Wu","Chi Cheng","C.C.","true","60011357"
"1103",342,"true","1","https://api.elsevier.com/content/author/author_id/57193995228","57193995228",NA,"Calheiros A.C.","Calheiros","Ana Catarina","A.C.","true","60227249"
"1104",342,"true","2","https://api.elsevier.com/content/author/author_id/56076679200","56076679200","0000-0002-4861-6686","Moro S.","Moro","Sérgio","S.","true","60028300"
"1105",342,"true","3","https://api.elsevier.com/content/author/author_id/14629383400","14629383400","0000-0001-6050-9958","Rita P.","Rita","Paulo","P.","true","60028300"
"1106",343,"true","1","https://api.elsevier.com/content/author/author_id/56486921300","56486921300",NA,"Nam H.","Nam","Hyoryung","H.","true","60016643"
"1107",343,"true","2","https://api.elsevier.com/content/author/author_id/36798906600","36798906600",NA,"Joshi Y.","Joshi","Yogesh V.","Y.V.","true","60097292"
"1108",343,"true","3","https://api.elsevier.com/content/author/author_id/7005564666","7005564666",NA,"Kannan P.","Kannan","P. K.","P.K.","true","60097292"
"1109",344,"true","1","https://api.elsevier.com/content/author/author_id/8286650200","8286650200","0000-0003-0729-1712","Tussyadiah I.P.","Tussyadiah","Iis P.","I.P.","true","60159411"
"1110",344,"true","2","https://api.elsevier.com/content/author/author_id/57951892600","57951892600",NA,"Zach F.","Zach","Florian","F.","true","60159411"
"1111",345,"true","1","https://api.elsevier.com/content/author/author_id/16230708000","16230708000",NA,"Kim M.","Kim","Minchung","M.","true","60103153"
"1112",345,"true","2","https://api.elsevier.com/content/author/author_id/54404246000","54404246000",NA,"Xiong G.","Xiong","Guiyang","G.","true","60118346"
"1113",345,"true","3","https://api.elsevier.com/content/author/author_id/56447331300","56447331300",NA,"Kim K.H.","Kim","Kwang Ho","K.H.","true","60007830"
"1114",346,"true","1","https://api.elsevier.com/content/author/author_id/56233503500","56233503500",NA,"Ordenes F.V.","Ordenes","Francisco Villarroel","F.V.","true","60138684"
"1115",346,"true","2","https://api.elsevier.com/content/author/author_id/55578548500","55578548500",NA,"Ludwig S.","Ludwig","Stephan","S.","true","60021097"
"1116",346,"true","3","https://api.elsevier.com/content/author/author_id/7004664517","7004664517",NA,"De Ruyter K.","De Ruyter","Ko","K.","true","60020134"
"1117",346,"true","4","https://api.elsevier.com/content/author/author_id/7004324968","7004324968",NA,"Grewal D.","Grewal","Dhruv","D.","true","60025239"
"1118",346,"true","5","https://api.elsevier.com/content/author/author_id/6604091693","6604091693",NA,"Wetzels M.","Wetzels","Martin","M.","true","60028163"
"1119",347,"true","1","https://api.elsevier.com/content/author/author_id/12139851200","12139851200",NA,"Moon S.","Moon","Sangkil","S.","true","60006951"
"1120",347,"true","2","https://api.elsevier.com/content/author/author_id/7004159593","7004159593",NA,"Kamakura W.A.","Kamakura","Wagner A.","W.A.","true","60116316"
"1121",348,"true","1","https://api.elsevier.com/content/author/author_id/57196202540","57196202540",NA,"Zhang Y.","Zhang","Yuchi","Y.","true","60010451"
"1122",348,"true","2","https://api.elsevier.com/content/author/author_id/7003743717","7003743717",NA,"Moe W.","Moe","Wendy W.","W.W.","true","60097292"
"1123",348,"true","3","https://api.elsevier.com/content/author/author_id/13805392100","13805392100",NA,"Schweidel D.","Schweidel","David A.","D.A.","true","60116269"
"1124",349,"true","1","https://api.elsevier.com/content/author/author_id/55132662600","55132662600",NA,"Bigné E.","Bigné","Enrique","E.","true","60002644"
"1125",349,"true","2","https://api.elsevier.com/content/author/author_id/24464377300","24464377300",NA,"Andreu L.","Andreu","Luisa","L.","true","60002644"
"1126",349,"true","3","https://api.elsevier.com/content/author/author_id/6507549246","6507549246",NA,"Oltra E.","Oltra","Enrique","E.","true","60002644"
"1127",350,"true","1","https://api.elsevier.com/content/author/author_id/8327167000","8327167000",NA,"Fresneda J.","Fresneda","Jorge","J.","true","60014662"
"1128",350,"true","2","https://api.elsevier.com/content/author/author_id/6601945888","6601945888",NA,"Gefen D.","Gefen","David","D.","true","60014662"
"1129",351,"true","1","https://api.elsevier.com/content/author/author_id/55930028900","55930028900",NA,"Afolabi I.T.","Afolabi","Ibukun Tolulope","I.T.","true","60103980"
"1130",351,"true","2","https://api.elsevier.com/content/author/author_id/55681256800","55681256800",NA,"Ezenwoke A.A.","Ezenwoke","Azubuike Ansalem","A.A.","true","60103980"
"1131",351,"true","3","https://api.elsevier.com/content/author/author_id/8601910400","8601910400",NA,"Ayo C.K.","Ayo","Charles K.","C.K.","true","60103980"
"1132",352,"true","1","https://api.elsevier.com/content/author/author_id/23101664700","23101664700",NA,"Toubia O.","Toubia","Olivier","O.","true","60027552"
"1133",352,"true","2","https://api.elsevier.com/content/author/author_id/6508224055","6508224055",NA,"Netzer O.","Netzer","Oded","O.","true","60027552"
"1134",353,"true","1","https://api.elsevier.com/content/author/author_id/57193062782","57193062782",NA,"Abdullah D.","Abdullah","Dewan","D.","true","118011504"
"1135",353,"true","2","https://api.elsevier.com/content/author/author_id/57766604500","57766604500",NA,"Mahmood K.","Mahmood","Khalid","K.","true","60011873"
"1136",353,"true","3","https://api.elsevier.com/content/author/author_id/56326794200","56326794200",NA,"Takahashi H.","Takahashi","Hironao","H.","true","60245259"
"1137",354,"true","1","https://api.elsevier.com/content/author/author_id/56922036300","56922036300",NA,"Buzova D.","Buzova","Daniela","D.","true","60002644"
"1138",354,"true","2","https://api.elsevier.com/content/author/author_id/25229295900","25229295900",NA,"Sanz-Blas S.","Sanz-Blas","Silvia","S.","true","60002644"
"1139",354,"true","3","https://api.elsevier.com/content/author/author_id/25653998200","25653998200",NA,"Cervera-Taulet A.","Cervera-Taulet","Amparo","A.","true","60002644"
"1140",355,"true","1","https://api.elsevier.com/content/author/author_id/56912754500","56912754500",NA,"Singh V.K.","Singh","Vivek Kumar","V.K.","true","60122532"
"1141",355,"true","2","https://api.elsevier.com/content/author/author_id/37461935100","37461935100",NA,"Nishant R.","Nishant","Rohit","R.","true","60116332"
"1142",355,"true","3","https://api.elsevier.com/content/author/author_id/7004279981","7004279981",NA,"Kitchen P.J.","Kitchen","Philip J.","P.J.","true","60116332"
"1143",356,"true","1","https://api.elsevier.com/content/author/author_id/24773118900","24773118900",NA,"Büschken J.","Büschken","Joachim","J.","true","60005870"
"1144",356,"true","2","https://api.elsevier.com/content/author/author_id/7003609866","7003609866",NA,"Allenby G.","Allenby","Greg M.","G.M.","true","60116516"
"1145",357,"true","1","https://api.elsevier.com/content/author/author_id/57190385115","57190385115",NA,"Felbermayr A.","Felbermayr","Armin","A.","true","60005870"
"1146",357,"true","2","https://api.elsevier.com/content/author/author_id/6603555418","6603555418",NA,"Nanopoulos A.","Nanopoulos","Alexandros","A.","true","60005870"
"1147",358,"true","1","https://api.elsevier.com/content/author/author_id/57189365925","57189365925",NA,"Liu X.","Liu","Xiao","X.","true","60108316"
"1148",358,"true","2","https://api.elsevier.com/content/author/author_id/55463329200","55463329200",NA,"Singh P.","Singh","Param Vir","P.V.","true","60027950"
"1149",358,"true","3","https://api.elsevier.com/content/author/author_id/7202489639","7202489639",NA,"Srinivasan K.","Srinivasan","Kannan","K.","true","60116234"
"1150",359,"true","1","https://api.elsevier.com/content/author/author_id/16308940700","16308940700",NA,"Coussement K.","Coussement","Kristof","K.","true","60107838"
"1151",359,"true","2","https://api.elsevier.com/content/author/author_id/35368324800","35368324800",NA,"De Bock K.W.","De Bock","Koen W.","K.W.","true","60107838"
"1152",359,"true","3","https://api.elsevier.com/content/author/author_id/6603116244","6603116244",NA,"Neslin S.A.","Neslin","Scott A.","S.A.","true","60017072"
"1153",360,"true","1","https://api.elsevier.com/content/author/author_id/55578548500","55578548500",NA,"Ludwig S.","Ludwig","Stephan","S.","true","60000508"
"1154",360,"true","2","https://api.elsevier.com/content/author/author_id/7004664517","7004664517",NA,"de Ruyter K.","de Ruyter","Ko","K.","true","60018869"
"1155",361,"true","1","https://api.elsevier.com/content/author/author_id/57342911900","57342911900",NA,"Mahmood K.","Mahmood","Khalid","K.","true","60011873"
"1156",361,"true","2","https://api.elsevier.com/content/author/author_id/56326794200","56326794200",NA,"Takahashi H.","Takahashi","Hiro","H.","true","60245259"
"1157",362,"true","1","https://api.elsevier.com/content/author/author_id/35303972100","35303972100",NA,"Yeh K.","Yeh","Kuo Hui","K.H.","true","60011975"
"1158",362,"true","2","https://api.elsevier.com/content/author/author_id/23389650800","23389650800",NA,"Lo N.","Lo","Nai Wei","N.W.","true","60027709"
"1159",362,"true","3","https://api.elsevier.com/content/author/author_id/36008155000","36008155000",NA,"Chen L.","Chen","Lin Chih","L.C.","true","60011975"
"1160",362,"true","4","https://api.elsevier.com/content/author/author_id/57189061116","57189061116",NA,"Lin P.","Lin","Ping Hsien","P.H.","true","60027709"
"1161",363,"true","1","https://api.elsevier.com/content/author/author_id/57189052559","57189052559",NA,"Imai T.","Imai","Takayuki","T.","true","60092699"
"1162",363,"true","2","https://api.elsevier.com/content/author/author_id/57220993684","57220993684",NA,"Nakamura K.","Nakamura","Keita","K.","true","60092699"
"1163",363,"true","3","https://api.elsevier.com/content/author/author_id/6602669325","6602669325",NA,"Ohmameuda T.","Ohmameuda","Toshiaki","T.","true","60092699"
"1164",364,"true","1","https://api.elsevier.com/content/author/author_id/37123331700","37123331700",NA,"Berezina K.","Berezina","Katerina","K.","true","60007945"
"1165",364,"true","2","https://api.elsevier.com/content/author/author_id/55224657700","55224657700",NA,"Bilgihan A.","Bilgihan","Anil","A.","true","60017606"
"1166",364,"true","3","https://api.elsevier.com/content/author/author_id/6506766856","6506766856",NA,"Cobanoglu C.","Cobanoglu","Cihan","C.","true","60007945"
"1167",364,"true","4","https://api.elsevier.com/content/author/author_id/6602197423","6602197423",NA,"Okumus F.","Okumus","Fevzi","F.","true","60083525"
"1168",365,"true","1","https://api.elsevier.com/content/author/author_id/57212824125","57212824125",NA,"Johnston M.A.","Johnston","Margaret A.","M.A.","true","60160279"
"1169",365,"true","2","https://api.elsevier.com/content/author/author_id/9240139200","9240139200",NA,"Spais G.S.","Spais","George S.","G.S.","true","60067711"
"1170",366,"true","1","https://api.elsevier.com/content/author/author_id/12139851200","12139851200",NA,"Moon S.","Moon","Sangkil","S.","true","60006951"
"1171",366,"true","2","https://api.elsevier.com/content/author/author_id/13008032800","13008032800",NA,"Mishra A.","Mishra","Arul","A.","true","60136292"
"1172",366,"true","3","https://api.elsevier.com/content/author/author_id/23477900700","23477900700",NA,"Mishra H.","Mishra","Himanshu","H.","true","60136292"
"1173",366,"true","4","https://api.elsevier.com/content/author/author_id/57951013900","57951013900",NA,"Kang M.Y.","Kang","Moon Young","M.Y.","true","60032144"
"1174",367,"true","1","https://api.elsevier.com/content/author/author_id/57220251344","57220251344",NA,"Sotnikova O.A.","Sotnikova","Olga Aleksandrovna","O.A.","true","60016219"
"1175",368,"true","1","https://api.elsevier.com/content/author/author_id/27169021400","27169021400",NA,"Li Y.R.","Li","Yan Ru","Y.R.","true","60018181"
"1176",368,"true","2","https://api.elsevier.com/content/author/author_id/35076073500","35076073500",NA,"Lin Y.C.","Lin","Yao Chin","Y.C.","true","60013395"
"1177",368,"true","3","https://api.elsevier.com/content/author/author_id/35076853800","35076853800",NA,"Tsai P.H.","Tsai","Ping Heng","P.H.","true","60013395"
"1178",368,"true","4","https://api.elsevier.com/content/author/author_id/56785652400","56785652400",NA,"Wang Y.Y.","Wang","Yung Yueh","Y.Y.","true","60018181"
"1179",369,"true","1","https://api.elsevier.com/content/author/author_id/57196447166","57196447166",NA,"Wang X.S.","Wang","Xin Shane","X.S.","true","60115928"
"1180",369,"true","2","https://api.elsevier.com/content/author/author_id/56416417100","56416417100",NA,"Bendle N.T.","Bendle","Neil T.","N.T.","true","60115928"
"1181",369,"true","3","https://api.elsevier.com/content/author/author_id/56168796300","56168796300",NA,"Mai F.","Mai","Feng","F.","true","60116313"
"1182",369,"true","4","https://api.elsevier.com/content/author/author_id/7005607623","7005607623",NA,"Cotte J.","Cotte","June","J.","true","60115928"
"1183",370,"true","1","https://api.elsevier.com/content/author/author_id/7403664568","7403664568",NA,"Young L.","Young","Louise","L.","true","60017803"
"1184",370,"true","2","https://api.elsevier.com/content/author/author_id/7102051861","7102051861",NA,"Wilkinson I.","Wilkinson","Ian","I.","true","60019160"
"1185",370,"true","3","https://api.elsevier.com/content/author/author_id/55740316000","55740316000",NA,"Smith A.","Smith","Andrew","A.","true","60031004"
"1186",371,"true","1","https://api.elsevier.com/content/author/author_id/6602285851","6602285851",NA,"Van Auken S.","Van Auken","Stuart","S.","true","60138679"
"1187",372,"true","1","https://api.elsevier.com/content/author/author_id/24451126900","24451126900",NA,"Tang C.","Tang","Chuanyi","C.","true","60007652"
"1188",372,"true","2","https://api.elsevier.com/content/author/author_id/55876661400","55876661400",NA,"Guo L.","Guo","Lin","L.","true","60027576"
"1189",373,"true","1","https://api.elsevier.com/content/author/author_id/57193859224","57193859224",NA,"Vigar-Ellis D.","Vigar-Ellis","Debbie","D.","true","60002014"
"1190",373,"true","2","https://api.elsevier.com/content/author/author_id/55751379700","55751379700",NA,"Hall D.","Hall","Daniel","D.","true","60002014"
"1191",374,"true","1","https://api.elsevier.com/content/author/author_id/7103355731","7103355731",NA,"Patil V.H.","Patil","Vivek H.","V.H.","true","60033432"
"1192",375,"true","1","https://api.elsevier.com/content/author/author_id/57194521157","57194521157",NA,"Puiu Y.V.","Puiu","Yulia Valerievna","Y.V.","true","60015662"
"1193",375,"true","2","https://api.elsevier.com/content/author/author_id/56993228700","56993228700",NA,"Puiu D.A.","Puiu","Daria Anatolevna","D.A.","true","60031888"
"1194",375,"true","3","https://api.elsevier.com/content/author/author_id/57190014443","57190014443",NA,"Sablin I.V.","Sablin","Ilia Vladimirovich","I.V.","true","60031888"
"1195",375,"true","4","https://api.elsevier.com/content/author/author_id/56992748400","56992748400",NA,"Georgieva E.S.","Georgieva","Elena Savova","E.S.","true","60031888"
"1196",375,"true","5","https://api.elsevier.com/content/author/author_id/56992406400","56992406400",NA,"Bykov A.Y.","Bykov","Aleksey Yuryevich","A.Y.","true","60031888"
"1197",376,"true","1","https://api.elsevier.com/content/author/author_id/55232599000","55232599000",NA,"Williams N.","Williams","Nigel L.","N.L.","true","60029336"
"1198",376,"true","2","https://api.elsevier.com/content/author/author_id/14625267000","14625267000",NA,"Inversini A.","Inversini","Alessandro","A.","true","60029336"
"1199",376,"true","3","https://api.elsevier.com/content/author/author_id/6603014980","6603014980",NA,"Buhalis D.","Buhalis","Dimitrios","D.","true","60029336"
"1200",376,"true","4","https://api.elsevier.com/content/author/author_id/55232667300","55232667300",NA,"Ferdinand N.","Ferdinand","Nicole","N.","true","60029336"
"1201",377,"true","1","https://api.elsevier.com/content/author/author_id/56433707500","56433707500",NA,"Neudecker N.","Neudecker","Niels","N.",NA,NA
"1202",377,"true","2","https://api.elsevier.com/content/author/author_id/13611576400","13611576400",NA,"Esch F.R.","Esch","Franz Rudolf","F.R.","true","60012821"
"1203",377,"true","3","https://api.elsevier.com/content/author/author_id/55018720000","55018720000",NA,"Schaefers T.","Schaefers","Tobias","T.","true","60032991"
"1204",377,"true","4","https://api.elsevier.com/content/author/author_id/56433603400","56433603400",NA,"Valussi S.","Valussi","Sandro","S.","true","60079338"
"1205",378,"true","1","https://api.elsevier.com/content/author/author_id/48861207700","48861207700",NA,"Ball L.","Ball","Leslie","L.","true","60001903"
"1206",378,"true","2","https://api.elsevier.com/content/author/author_id/57196056646","57196056646",NA,"Elworthy J.","Elworthy","Jennifer","J.","true","60001903"
"1207",379,"true","1","https://api.elsevier.com/content/author/author_id/7007070856","7007070856",NA,"Arnold O.","Arnold","Oksana","O.","true","60003830"
"1208",379,"true","2","https://api.elsevier.com/content/author/author_id/56537894500","56537894500",NA,"Kirsch L.","Kirsch","Lisa","L.","true","60003830"
"1209",379,"true","3","https://api.elsevier.com/content/author/author_id/36462915500","36462915500",NA,"Schulz A.","Schulz","Andre","A.","true","60003830"
"1210",380,"true","1","https://api.elsevier.com/content/author/author_id/57204344488","57204344488",NA,"Huber J.","Huber","Joel","J.","true","60116608"
"1211",380,"true","2","https://api.elsevier.com/content/author/author_id/7004159593","7004159593",NA,"Kamakura W.","Kamakura","Wagner","W.","true","60116316"
"1212",380,"true","3","https://api.elsevier.com/content/author/author_id/6603539125","6603539125",NA,"Mela C.F.","Mela","Carl F.","C.F.","true","60116608"
"1213",381,"true","1","https://api.elsevier.com/content/author/author_id/55731660300","55731660300",NA,"Suzuki T.","Suzuki","Takayuki","T.","true","60105159"
"1214",381,"true","2","https://api.elsevier.com/content/author/author_id/15026296700","15026296700",NA,"Gemba K.","Gemba","Kiminori","K.","true","60105159"
"1215",381,"true","3","https://api.elsevier.com/content/author/author_id/55352198100","55352198100",NA,"Aoyama A.","Aoyama","Atsushi","A.","true","60105159"
"1216",382,"true","1","https://api.elsevier.com/content/author/author_id/8683192500","8683192500",NA,"Camiciottoli B.C.","Camiciottoli","Belinda Crawford","B.C.","true","60028868"
"1217",382,"true","2","https://api.elsevier.com/content/author/author_id/17344402700","17344402700",NA,"Ranfagni S.","Ranfagni","Silvia","S.","true","60021859"
"1218",382,"true","3","https://api.elsevier.com/content/author/author_id/6508351129","6508351129",NA,"Guercini S.","Guercini","Simone","S.","true","60021859"
"1219",383,"true","1","https://api.elsevier.com/content/author/author_id/12139851200","12139851200",NA,"Moon S.","Moon","Sangkil","S.","true","60006951"
"1220",383,"true","2","https://api.elsevier.com/content/author/author_id/55344827000","55344827000",NA,"Park Y.","Park","Yoonseo","Y.","true","60001187"
"1221",383,"true","3","https://api.elsevier.com/content/author/author_id/55939196000","55939196000",NA,"Kim Y.","Kim","Yong Seog","Y.S.","true","60031706"
"1222",384,"true","1","https://api.elsevier.com/content/author/author_id/24073391000","24073391000",NA,"Rese A.","Rese","Alexandra","A.","true","60020345"
"1223",384,"true","2","https://api.elsevier.com/content/author/author_id/56323198300","56323198300",NA,"Schreiber S.","Schreiber","Stefanie","S.","true","60020345"
"1224",384,"true","3","https://api.elsevier.com/content/author/author_id/24073050400","24073050400",NA,"Baier D.","Baier","Daniel","D.","true","60020345"
"1225",385,"true","1","https://api.elsevier.com/content/author/author_id/36883572600","36883572600",NA,"Cheng D.","Cheng","Ding Yuan","D.Y.","true","60072421"
"1226",385,"true","2","https://api.elsevier.com/content/author/author_id/35799698800","35799698800",NA,"Chen C.","Chen","Chi Hua","C.H.","true","60072375"
"1227",385,"true","3","https://api.elsevier.com/content/author/author_id/56275421400","56275421400",NA,"Wu Y.","Wu","Yu Rou","Y.R.","true","60012370"
"1228",385,"true","4","https://api.elsevier.com/content/author/author_id/7401771564","7401771564",NA,"Lo C.","Lo","Chi Chun","C.C.","true","60012370"
"1229",385,"true","5","https://api.elsevier.com/content/author/author_id/55604550300","55604550300",NA,"Lin H.","Lin","Hui Fei","H.F.","true","60012370"
"1230",386,"true","1","https://api.elsevier.com/content/author/author_id/55193349200","55193349200",NA,"Nguyen C.","Nguyen","Cathy","C.","true","60175880"
"1231",386,"true","2","https://api.elsevier.com/content/author/author_id/24328680600","24328680600",NA,"Romaniuk J.","Romaniuk","Jenni","J.","true","60175880"
