"","entry_number","@_fa","@seq","author_url","authid","orcid","authname","surname","given_name","initials","afid.@_fa","afid"
"300",89,"true","3","https://api.elsevier.com/content/author/author_id/56260682400","56260682400",NA,"Martin K.D.","Martin","Kelly D.","K.D.",NA,NA
"301",89,"true","4","https://api.elsevier.com/content/author/author_id/26433747000","26433747000",NA,"Paharia N.","Paharia","Neeru","N.",NA,NA
"302",90,"true","1","https://api.elsevier.com/content/author/author_id/57215190221","57215190221","0000-0001-8387-0818","Danner H.","Danner","Hannah","H.","true","60117649"
"303",90,"true","2","https://api.elsevier.com/content/author/author_id/7004137983","7004137983","0000-0003-0613-8062","Thøgersen J.","Thøgersen","John","J.","true","60029616"
"304",91,"true","1","https://api.elsevier.com/content/author/author_id/57188731602","57188731602","0000-0002-8183-284X","Mittal D.","Mittal","Divya","D.","true","60109000"
"305",91,"true","2","https://api.elsevier.com/content/author/author_id/56453849900","56453849900","0000-0002-8170-3976","Agrawal S.R.","Agrawal","Shiv Ratan","S.R.","true","60109000"
"306",92,"true","1","https://api.elsevier.com/content/author/author_id/57385082300","57385082300",NA,"Shi Z.","Shi","Zijun","Z.",NA,NA
"307",92,"true","2","https://api.elsevier.com/content/author/author_id/57189365925","57189365925","0000-0002-7093-8534","Liu X.","Liu","Xiao","X.",NA,NA
"308",92,"true","3","https://api.elsevier.com/content/author/author_id/7202489639","7202489639",NA,"Srinivasan K.","Srinivasan","Kannan","K.",NA,NA
"309",93,"true","1","https://api.elsevier.com/content/author/author_id/36817705700","36817705700","0000-0002-7916-2576","Mariani M.M.","Mariani","Marcello M.","M.M.","true","60105822"
"310",93,"true","2","https://api.elsevier.com/content/author/author_id/57194436508","57194436508","0000-0003-1619-317X","Perez-Vega R.","Perez-Vega","Rodrigo","R.","true","60162124"
"311",93,"true","3","https://api.elsevier.com/content/author/author_id/7004549683","7004549683","0000-0002-6297-4498","Wirtz J.","Wirtz","Jochen","J.","true","60106360"
"312",94,"true","1","https://api.elsevier.com/content/author/author_id/56470448200","56470448200",NA,"Riedel A.","Riedel","Aimee","A.","true","60032607"
"313",94,"true","2","https://api.elsevier.com/content/author/author_id/57226530176","57226530176",NA,"Messenger D.","Messenger","Dana","D.","true","60032607"
"314",94,"true","3","https://api.elsevier.com/content/author/author_id/56494676800","56494676800",NA,"Fleischman D.","Fleischman","David","D.","true","60032607"
"315",94,"true","4","https://api.elsevier.com/content/author/author_id/56699638600","56699638600",NA,"Mulcahy R.","Mulcahy","Rory","R.","true","60032607"
"316",95,"true","1","https://api.elsevier.com/content/author/author_id/55759710800","55759710800","0000-0002-2003-5708","Burki U.","Burki","Umar","U.","true","60111747"
"317",95,"true","2","https://api.elsevier.com/content/author/author_id/57201551096","57201551096","0000-0002-2780-5920","Najam U.","Najam","Usama","U.","true","60029157"
"318",95,"true","3","https://api.elsevier.com/content/author/author_id/6701393241","6701393241","0000-0001-5565-1984","Dahlstrom R.","Dahlstrom","Robert","R.","true","60032706"
"319",96,"true","1","https://api.elsevier.com/content/author/author_id/57581272300","57581272300",NA,"Zaremba A.","Zaremba","Arkadiusz","A.","true","127999969"
"320",97,"true","1","https://api.elsevier.com/content/author/author_id/57564321500","57564321500",NA,"Penpece Demirer D.","Penpece Demirer","Dilek","D.","true","126769423"
"321",97,"true","2","https://api.elsevier.com/content/author/author_id/57478988700","57478988700",NA,"Büyükeke A.","Büyükeke","Ahmet","A.","true","126769423"
"322",98,"true","1","https://api.elsevier.com/content/author/author_id/56469611500","56469611500","0000-0001-5113-7654","Gelter J.","Gelter","Jennie","J.","true","60105080"
"323",98,"true","2","https://api.elsevier.com/content/author/author_id/23392450900","23392450900",NA,"Fuchs M.","Fuchs","Matthias","M.","true","60105080"
"324",98,"true","3","https://api.elsevier.com/content/author/author_id/55817798900","55817798900","0000-0002-6610-9303","Lexhagen M.","Lexhagen","Maria","M.","true","60105080"
"325",99,"true","1","https://api.elsevier.com/content/author/author_id/57405313300","57405313300",NA,"Alantari H.J.","Alantari","Huwail J.","H.J.","true","60116494"
"326",99,"true","2","https://api.elsevier.com/content/author/author_id/6603502353","6603502353",NA,"Currim I.S.","Currim","Imran S.","I.S.","true","60116494"
"327",99,"true","3","https://api.elsevier.com/content/author/author_id/55578033400","55578033400","0000-0003-2330-1554","Deng Y.","Deng","Yiting","Y.","true","60176025"
"328",99,"true","4","https://api.elsevier.com/content/author/author_id/58124003000","58124003000","0000-0003-0621-6323","Singh S.","Singh","Sameer","S.","true","60007278"
"329",100,"true","1","https://api.elsevier.com/content/author/author_id/57195957102","57195957102",NA,"Yi J.","Yi","Jisu","J.","true","60199632"
"330",100,"true","2","https://api.elsevier.com/content/author/author_id/56114646000","56114646000",NA,"Oh Y.K.","Oh","Yun Kyung","Y.K.","true","60005581"
"331",101,"true","1","https://api.elsevier.com/content/author/author_id/57207991040","57207991040",NA,"Chung J.","Chung","Jaeyeon","J.","true","60116316"
"332",101,"true","2","https://api.elsevier.com/content/author/author_id/6701317527","6701317527",NA,"Johar G.V.","Johar","Gita Venkataramani","G.V.","true","60027552"
"333",101,"true","3","https://api.elsevier.com/content/author/author_id/57580515100","57580515100",NA,"Li Y.","Li","Yanyan","Y.","true","60099658"
"334",101,"true","4","https://api.elsevier.com/content/author/author_id/6508224055","6508224055",NA,"Netzer O.","Netzer","Oded","O.","true","60027552"
"335",101,"true","5","https://api.elsevier.com/content/author/author_id/57580093900","57580093900",NA,"Pearson M.","Pearson","Matthew","M.","true","127991649"
"336",102,"true","1","https://api.elsevier.com/content/author/author_id/57210604639","57210604639","0000-0001-5476-3052","Narang U.","Narang","Unnati","U.",NA,NA
"337",102,"true","2","https://api.elsevier.com/content/author/author_id/9743603000","9743603000",NA,"Yadav M.S.","Yadav","Manjit S.","M.S.",NA,NA
"338",102,"true","3","https://api.elsevier.com/content/author/author_id/6602098107","6602098107",NA,"Rindfleisch A.","Rindfleisch","Aric","A.",NA,NA
"339",103,"true","1","https://api.elsevier.com/content/author/author_id/57212174007","57212174007","0000-0001-9580-2409","Li J.","Li","Jitong","J.","true","60004923"
"340",103,"true","2","https://api.elsevier.com/content/author/author_id/7004009423","7004009423",NA,"Leonas K.K.","Leonas","Karen K.","K.K.","true","60004923"
"341",104,"true","1","https://api.elsevier.com/content/author/author_id/57214754289","57214754289",NA,"Hamilton L.M.","Hamilton","Leah Marie","L.M.","true","60027090"
"342",104,"true","2","https://api.elsevier.com/content/author/author_id/36444799100","36444799100",NA,"Lahne J.","Lahne","Jacob","J.","true","60027090"
"343",105,"true","1","https://api.elsevier.com/content/author/author_id/58087452700","58087452700",NA,"Xu J.H.","Xu","Junjie H.","J.H.",NA,NA
"344",105,"true","2","https://api.elsevier.com/content/author/author_id/58087578300","58087578300",NA,"An S.","An","Shiwen","S.","true","60021523"
"345",105,"true","3","https://api.elsevier.com/content/author/author_id/58087452800","58087452800",NA,"Lyu L.","Lyu","Liangcheng","L.",NA,NA
"346",105,"true","4","https://api.elsevier.com/content/author/author_id/57191197608","57191197608",NA,"Bai Y.","Bai","Yiming","Y.",NA,NA
"347",106,"true","1","https://api.elsevier.com/content/author/author_id/57725057500","57725057500",NA,"Lee C.T.","Lee","Chung Ting","C.T.","true","60024666"
"348",106,"true","2","https://api.elsevier.com/content/author/author_id/58087592000","58087592000",NA,"Wang T.H.","Wang","Teng Hui","T.H.","true","60024666"
"349",106,"true","3","https://api.elsevier.com/content/author/author_id/35317864100","35317864100",NA,"Liang K.W.","Liang","Kai Wen","K.W.","true","60024666"
"350",106,"true","4","https://api.elsevier.com/content/author/author_id/58087550100","58087550100",NA,"Le P.T.","Le","Phuong Thi","P.T.","true","60024666"
"351",106,"true","5","https://api.elsevier.com/content/author/author_id/14121385000","14121385000",NA,"Li Y.H.","Li","Yung Hui","Y.H.","true","60010203"
"352",106,"true","6","https://api.elsevier.com/content/author/author_id/7701339012","7701339012",NA,"Wang J.C.","Wang","Jia Ching","J.C.","true","60024666"
"353",107,"true","1","https://api.elsevier.com/content/author/author_id/55605761930","55605761930",NA,"Das S.","Das","Subhankar","S.","true","60111656"
"354",107,"true","2","https://api.elsevier.com/content/author/author_id/57198887149","57198887149",NA,"Mondal S.","Mondal","Subhra","S.","true","60111656"
"355",107,"true","3","https://api.elsevier.com/content/author/author_id/57189093819","57189093819",NA,"Puri V.","Puri","Vikram","V.","true","60111656"
"356",107,"true","4","https://api.elsevier.com/content/author/author_id/14026091800","14026091800",NA,"Vrana V.","Vrana","Vasiliki","V.","true","60158100"
"357",108,"true","1","https://api.elsevier.com/content/author/author_id/55758974200","55758974200","0000-0002-1500-064X","Klaus P.","Klaus","Phil","P.","true","60072605"
"358",108,"true","2","https://api.elsevier.com/content/author/author_id/55925240600","55925240600",NA,"Manthiou A.","Manthiou","Aikaterini","A.","true","60110923"
"359",108,"true","3","https://api.elsevier.com/content/author/author_id/57721539000","57721539000",NA,"Luong V.H.","Luong","Van Ha","V.H.","true","129050825"
"360",109,"true","1","https://api.elsevier.com/content/author/author_id/57903829300","57903829300",NA,"Murtas G.","Murtas","Gabriele","G.","true","60005254"
"361",109,"true","2","https://api.elsevier.com/content/author/author_id/56038740700","56038740700",NA,"Pedeliento G.","Pedeliento","Giuseppe","G.","true","60005254"
"362",109,"true","3","https://api.elsevier.com/content/author/author_id/57224403824","57224403824",NA,"Mangiò F.","Mangiò","Federico","F.","true","60005254"
"363",109,"true","4","https://api.elsevier.com/content/author/author_id/36642297200","36642297200",NA,"Andreini D.","Andreini","Daniela","D.","true","60005254"
"364",110,"true","1","https://api.elsevier.com/content/author/author_id/57076843000","57076843000","0000-0001-8698-8344","Krefeld-Schwalb A.","Krefeld-Schwalb","Antonia","A.","true","60022265"
"365",110,"true","2","https://api.elsevier.com/content/author/author_id/19934340900","19934340900",NA,"Scheibehenne B.","Scheibehenne","Benjamin","B.","true","60102538"
"366",111,"true","1","https://api.elsevier.com/content/author/author_id/55511749108","55511749108","0000-0002-7070-1545","Bianco S.","Bianco","Simone","S.","true","60012306"
"367",111,"true","2","https://api.elsevier.com/content/author/author_id/57972904500","57972904500",NA,"Ferrario G.","Ferrario","Gabriele","G.","true","60012306"
"368",111,"true","3","https://api.elsevier.com/content/author/author_id/9733676700","9733676700","0000-0001-9112-0574","Napoletano P.","Napoletano","Paolo","P.","true","60012306"
"369",112,"true","1","https://api.elsevier.com/content/author/author_id/56421020700","56421020700",NA,"Xiao J.","Xiao","Jing","J.","true","60025761"
"370",112,"true","2","https://api.elsevier.com/content/author/author_id/55716685300","55716685300",NA,"Yang Z.","Yang","Zhi","Z.","true","60025761"
"371",112,"true","3","https://api.elsevier.com/content/author/author_id/57189029189","57189029189","0000-0001-7751-485X","Li Z.","Li","Zhen","Z.","true","60027625"
"372",112,"true","4","https://api.elsevier.com/content/author/author_id/57913063400","57913063400",NA,"Chen Z.","Chen","Zhi","Z.","true","60025761"
"373",113,"true","1","https://api.elsevier.com/content/author/author_id/24587062300","24587062300",NA,"Hladek D.","Hladek","Daniel","D.","true","60026260"
"374",113,"true","2","https://api.elsevier.com/content/author/author_id/36696968600","36696968600",NA,"Stas J.","Stas","Jan","J.","true","60026260"
"375",113,"true","3","https://api.elsevier.com/content/author/author_id/21834757800","21834757800",NA,"Pleva M.","Pleva","Matus","M.","true","60026260"
"376",113,"true","4","https://api.elsevier.com/content/author/author_id/57905053600","57905053600",NA,"Su M.H.","Su","Ming Hsiang","M.H.","true","60010432"
"377",114,"true","1","https://api.elsevier.com/content/author/author_id/57904645400","57904645400",NA,"Chen Y.","Chen","Yuwei","Y.","true","60011666"
"378",114,"true","2","https://api.elsevier.com/content/author/author_id/8321670000","8321670000",NA,"Chang M.C.","Chang","Ming Ching","M.C.","true","60011666"
"379",115,"true","1","https://api.elsevier.com/content/author/author_id/57904929700","57904929700","0000-0002-1762-8297","Hong J.","Hong","Jiyeon","J.","true","60032179"
"380",115,"true","2","https://api.elsevier.com/content/author/author_id/56721026400","56721026400","0000-0002-9868-6674","Hoban P.R.","Hoban","Paul R.","P.R.","true","60076757"
"381",116,"true","1","https://api.elsevier.com/content/author/author_id/57217116225","57217116225","0000-0003-1166-5545","Pérez Rave J.I.","Pérez Rave","Jorge Iván","J.I.","true","60052098"
"382",116,"true","2","https://api.elsevier.com/content/author/author_id/55814461100","55814461100","0000-0001-9007-4326","Jaramillo Álvarez G.P.","Jaramillo Álvarez","Gloria Patricia","G.P.","true","60052098"
"383",116,"true","3","https://api.elsevier.com/content/author/author_id/36141580700","36141580700","0000-0002-9368-4725","Correa Morales J.C.","Correa Morales","Juan Carlos","J.C.","true","60052098"
"384",117,"true","1","https://api.elsevier.com/content/author/author_id/57823168200","57823168200","0000-0003-0958-6389","Yao A.","Yao","Alex","A.","true","60122536"
"385",118,"true","1","https://api.elsevier.com/content/author/author_id/57855310800","57855310800","0000-0002-4936-5946","Mehmet M.I.","Mehmet","Mehmet Ibrahim","M.I.","true","60011664"
"386",118,"true","2","https://api.elsevier.com/content/author/author_id/57219001408","57219001408","0000-0001-7480-232X","D’Alessandro S.","D’Alessandro","Steven","S.","true","60015356"
"387",119,"true","1","https://api.elsevier.com/content/author/author_id/57854425300","57854425300",NA,"Stupavsky G.I.","Stupavsky","Given Igor","G.I.","true","60006861"
"388",119,"true","2","https://api.elsevier.com/content/author/author_id/57854697900","57854697900",NA,"Vranic G.V.","Vranic","Given Valentino","G.V.","true","60006861"
"389",120,"true","1","https://api.elsevier.com/content/author/author_id/56940965900","56940965900",NA,"Frt'ala T.","Frt'ala","Tomas","T.","true","60006861"
"390",120,"true","2","https://api.elsevier.com/content/author/author_id/22434207700","22434207700",NA,"Vranic V.","Vranic","Valentino","V.","true","60006861"
"391",121,"true","1","https://api.elsevier.com/content/author/author_id/57668400500","57668400500",NA,"Taka T.","Taka","Terumasa","T.","true","60011375"
"392",122,"true","1","https://api.elsevier.com/content/author/author_id/57235821800","57235821800",NA,"Sidlauskiene J.","Sidlauskiene","Justina","J.","true","60122139"
"393",123,"true","1","https://api.elsevier.com/content/author/author_id/57779610800","57779610800",NA,"Tang Q.","Tang","Qiong","Q.","true","60030718"
"394",123,"true","2","https://api.elsevier.com/content/author/author_id/36521681600","36521681600",NA,"Raithel S.","Raithel","Sascha","S.","true","60030718"
"395",123,"true","3","https://api.elsevier.com/content/author/author_id/56180801400","56180801400",NA,"Mafael A.","Mafael","Alexander","A.","true","60021562"
"396",123,"true","4","https://api.elsevier.com/content/author/author_id/57225994522","57225994522",NA,"Galande A.S.","Galande","Ashish S.","A.S.","true","60107377"
"397",124,"true","1","https://api.elsevier.com/content/author/author_id/57571641400","57571641400",NA,"Hyder A.","Hyder","Antonio","A.","true","128301990"
"398",124,"true","2","https://api.elsevier.com/content/author/author_id/57470370000","57470370000",NA,"Nag R.","Nag","Ronjon","R.","true","60012708"
"399",125,"true","1","https://api.elsevier.com/content/author/author_id/57190986763","57190986763",NA,"Marriott H.R.","Marriott","Hannah R.","H.R.","true","60103682"
"400",125,"true","2","https://api.elsevier.com/content/author/author_id/57195600880","57195600880",NA,"Pitardi V.","Pitardi","Valentina","V.","true","60025475"
"401",126,"true","1","https://api.elsevier.com/content/author/author_id/57222657416","57222657416",NA,"Li Q.","Li","Qijing","Q.","true","60102713"
"402",126,"true","2","https://api.elsevier.com/content/author/author_id/57778944800","57778944800",NA,"Zheng Y.","Zheng","Ye","Y.","true","60102713"
"403",126,"true","3","https://api.elsevier.com/content/author/author_id/57193170418","57193170418",NA,"Zhan G.","Zhan","Ge","G.","true","60102713"
"404",127,"true","1","https://api.elsevier.com/content/author/author_id/57779610800","57779610800",NA,"Tang Q.","Tang","Qiong","Q.","true","60030718"
"405",127,"true","2","https://api.elsevier.com/content/author/author_id/36521681600","36521681600",NA,"Raithel S.","Raithel","Sascha","S.","true","60030718"
"406",127,"true","3","https://api.elsevier.com/content/author/author_id/56180801400","56180801400",NA,"Mafael A.","Mafael","Alexander","A.","true","60021562"
"407",127,"true","4","https://api.elsevier.com/content/author/author_id/57225994522","57225994522",NA,"Galande A.S.","Galande","Ashish S.","A.S.","true","60107377"
"408",128,"true","1","https://api.elsevier.com/content/author/author_id/57207467699","57207467699",NA,"Zierau N.","Zierau","Naim","N.","true","60027786"
"409",128,"true","2","https://api.elsevier.com/content/author/author_id/55320136200","55320136200","0000-0003-4366-3093","Hildebrand C.","Hildebrand","Christian","C.","true","60027786"
"410",128,"true","3","https://api.elsevier.com/content/author/author_id/57209364889","57209364889",NA,"Bergner A.","Bergner","Anouk","A.","true","60027786"
"411",128,"true","4","https://api.elsevier.com/content/author/author_id/57219224616","57219224616",NA,"Busquet F.","Busquet","Francesc","F.","true","60027786"
"412",128,"true","5","https://api.elsevier.com/content/author/author_id/57753082900","57753082900",NA,"Schmitt A.","Schmitt","Anuschka","A.","true","60027786"
"413",128,"true","6","https://api.elsevier.com/content/author/author_id/57741612200","57741612200",NA,"Marco Leimeister J.","Marco Leimeister","Jan","J.","true","60027786"
"414",129,"true","1","https://api.elsevier.com/content/author/author_id/22833662100","22833662100",NA,"Berger J.","Berger","Jonah","J.","true","60022452"
"415",129,"true","2","https://api.elsevier.com/content/author/author_id/55765549300","55765549300",NA,"Packard G.","Packard","Grant","G.","true","60119111"
"416",129,"true","3","https://api.elsevier.com/content/author/author_id/55330031100","55330031100",NA,"Boghrati R.","Boghrati","Reihane","R.","true","60022452"
"417",129,"true","4","https://api.elsevier.com/content/author/author_id/57216631808","57216631808",NA,"Hsu M.","Hsu","Ming","M.","true","60025038"
"418",129,"true","5","https://api.elsevier.com/content/author/author_id/14034174700","14034174700",NA,"Humphreys A.","Humphreys","Ashlee","A.","true","60007363"
"419",129,"true","6","https://api.elsevier.com/content/author/author_id/57189367543","57189367543",NA,"Luangrath A.","Luangrath","Andrea","A.","true","60090931"
"420",129,"true","7","https://api.elsevier.com/content/author/author_id/11142164900","11142164900",NA,"Moore S.","Moore","Sarah","S.","true","60116478"
"421",129,"true","8","https://api.elsevier.com/content/author/author_id/36761348200","36761348200",NA,"Nave G.","Nave","Gideon","G.","true","60022452"
"422",129,"true","9","https://api.elsevier.com/content/author/author_id/23467235200","23467235200",NA,"Olivola C.","Olivola","Christopher","C.","true","60116234"
"423",129,"true","10","https://api.elsevier.com/content/author/author_id/55294413800","55294413800",NA,"Rocklage M.","Rocklage","Matthew","M.","true","60024063"
"424",130,"true","1","https://api.elsevier.com/content/author/author_id/57615385700","57615385700",NA,"Milán P.N.","Milán","Paula Núñez","P.N.","true","60010844"
"425",130,"true","2","https://api.elsevier.com/content/author/author_id/57611417800","57611417800",NA,"Sanz M.P.","Sanz","Manuel Palomar","M.P.","true","60010844"
"426",130,"true","3","https://api.elsevier.com/content/author/author_id/57612767200","57612767200",NA,"Vázquez Y.G.","Vázquez","Yoan Gutiérrez","Y.G.","true","60010844"
"427",131,"true","1","https://api.elsevier.com/content/author/author_id/57570931800","57570931800",NA,"Mander H.","Mander","Harjordan","H.","true","60011520"
"428",131,"true","2","https://api.elsevier.com/content/author/author_id/57467438100","57467438100",NA,"Cheng Z.(.","Cheng","Zixuan (Mia)","Z.(.","true","60011520"
"429",131,"true","3","https://api.elsevier.com/content/author/author_id/55520009700","55520009700",NA,"De Regt A.","De Regt","Anouk","A.","true","60011520"
"430",131,"true","4","https://api.elsevier.com/content/author/author_id/57466735700","57466735700",NA,"Fawaz R.","Fawaz","Rayan","R.","true","60011520"
"431",131,"true","5","https://api.elsevier.com/content/author/author_id/57195487172","57195487172",NA,"Montecchi M.","Montecchi","Matteo","M.","true","60011520"
"432",132,"true","1","https://api.elsevier.com/content/author/author_id/57571641400","57571641400",NA,"Hyder A.","Hyder","Antonio","A.","true","127962130"
"433",132,"true","2","https://api.elsevier.com/content/author/author_id/57470370000","57470370000",NA,"Nag R.","Nag","Ronjon","R.","true","60012708"
"434",133,"true","1","https://api.elsevier.com/content/author/author_id/57118047900","57118047900",NA,"Krey N.","Krey","Nina","N.","true","60016602"
"435",133,"true","2","https://api.elsevier.com/content/author/author_id/57309224800","57309224800",NA,"Wu S.","Wu","Shuang","S.","true","60016602"
"436",133,"true","3","https://api.elsevier.com/content/author/author_id/56323567900","56323567900",NA,"Hsiao S.H.","Hsiao","Shih Hui","S.H.","true","60016602"
"437",134,"true","1","https://api.elsevier.com/content/author/author_id/8959530000","8959530000",NA,"Kefi H.","Kefi","Hajer","H.","true","60158043"
"438",134,"true","2","https://api.elsevier.com/content/author/author_id/55840456600","55840456600",NA,"Aouina-Mejri C.","Aouina-Mejri","Chiraz","C.","true","60158043"
"439",135,"true","1","https://api.elsevier.com/content/author/author_id/57571643300","57571643300",NA,"Napolitan M.","Napolitan","Matteo","M.","true","60004814"
"440",135,"true","2","https://api.elsevier.com/content/author/author_id/24481493600","24481493600",NA,"Pantano E.","Pantano","Eleonora","E.","true","60020650"
"441",135,"true","3","https://api.elsevier.com/content/author/author_id/12797931300","12797931300",NA,"Stylos N.","Stylos","Nikolaos","N.","true","60020650"
"442",135,"true","4","https://api.elsevier.com/content/author/author_id/57215431226","57215431226",NA,"de Pietro M.","de Pietro","Michela","M.","true","60020261"
"443",136,"true","1","https://api.elsevier.com/content/author/author_id/57571226700","57571226700",NA,"Li L.","Li","Lifeng","L.","true","60011520"
"444",136,"true","2","https://api.elsevier.com/content/author/author_id/57571727500","57571727500",NA,"(Mia) Cheng Z.","(Mia) Cheng","Zixuan","Z.","true","60011520"
"445",136,"true","3","https://api.elsevier.com/content/author/author_id/55520009700","55520009700",NA,"de Regt A.","de Regt","Anouk","A.","true","60011520"
"446",136,"true","4","https://api.elsevier.com/content/author/author_id/57321368900","57321368900",NA,"Hao J.","Hao","Jianyu","J.","true","60011520"
"447",136,"true","5","https://api.elsevier.com/content/author/author_id/57195487172","57195487172",NA,"Montecchi M.","Montecchi","Matteo","M.","true","60011520"
"448",137,"true","1","https://api.elsevier.com/content/author/author_id/57238026000","57238026000",NA,"Xu J.H.","Xu","Junjie H.","J.H.","true","60014256"
"449",137,"true","2","https://api.elsevier.com/content/author/author_id/57326623800","57326623800",NA,"Huang H.","Huang","Hong","H.","true","60014256"
"450",137,"true","3","https://api.elsevier.com/content/author/author_id/57326440600","57326440600",NA,"Ling X.","Ling","Xiaoling","X.","true","60010365"
"451",137,"true","4","https://api.elsevier.com/content/author/author_id/56308426500","56308426500",NA,"Paliyawan P.","Paliyawan","Pujana","P.","true","60105159"
"452",138,"true","1","https://api.elsevier.com/content/author/author_id/57551893300","57551893300",NA,"Silva F.M.","Silva","Felipe M.","F.M.","true","60003709"
"453",138,"true","2","https://api.elsevier.com/content/author/author_id/57551502200","57551502200",NA,"De Franca W.P.","De Franca","Wendley P.","W.P.","true","60003709"
"454",138,"true","3","https://api.elsevier.com/content/author/author_id/57549940700","57549940700",NA,"Palmeira S.C.","Palmeira","Singrid C.","S.C.","true","60003709"
"455",138,"true","4","https://api.elsevier.com/content/author/author_id/57551502300","57551502300",NA,"Bezerra C.Q.","Bezerra","Catharine Q.","C.Q.","true","60003709"
"456",138,"true","5","https://api.elsevier.com/content/author/author_id/57551893400","57551893400",NA,"Neto G.M.","Neto","Gildo M.","G.M.","true","60003709"
"457",138,"true","6","https://api.elsevier.com/content/author/author_id/57549557800","57549557800",NA,"Soares T.S.","Soares","Tales S.","T.S.","true","60003709"
"458",138,"true","7","https://api.elsevier.com/content/author/author_id/57204642522","57204642522",NA,"Neto A.P.A.","Neto","Antonio P.A.","A.P.A.","true","60003709"
"459",138,"true","8","https://api.elsevier.com/content/author/author_id/57551108900","57551108900",NA,"Lins D.A.S.","Lins","Denys A.S.","D.A.S.","true","60003709"
"460",138,"true","9","https://api.elsevier.com/content/author/author_id/57190744501","57190744501",NA,"Albuquerque D.W.","Albuquerque","Danyllo W.","D.W.","true","60003709"
"461",138,"true","10","https://api.elsevier.com/content/author/author_id/24734342000","24734342000",NA,"Santos D.F.S.","Santos","Danilo F.S.","D.F.S.","true","60003709"
"462",139,"true","1","https://api.elsevier.com/content/author/author_id/57546726000","57546726000",NA,"Ding Y.","Ding","Yichen","Y.","true","60031707"
"463",140,"true","1","https://api.elsevier.com/content/author/author_id/57223044922","57223044922",NA,"Lu Z.","Lu","Zhixiang","Z.","true","60083909"
"464",140,"true","2","https://api.elsevier.com/content/author/author_id/57545957800","57545957800",NA,"Chen Y.","Chen","Yanhong","Y.","true","60083909"
"465",141,"true","1","https://api.elsevier.com/content/author/author_id/57546383800","57546383800",NA,"Ling Z.","Ling","Zhangmin","Z.","true","60025785"
"466",141,"true","2","https://api.elsevier.com/content/author/author_id/57191360199","57191360199",NA,"Zhang L.","Zhang","Lin","L.","true","60025785"
"467",142,"true","1","https://api.elsevier.com/content/author/author_id/57546383100","57546383100",NA,"Ben D.","Ben","Daojie","D.","true","60006422"
"468",142,"true","2","https://api.elsevier.com/content/author/author_id/57223132653","57223132653",NA,"Pengcuo D.","Pengcuo","Dawa","D.","true","60006422"
"469",142,"true","3","https://api.elsevier.com/content/author/author_id/57547151800","57547151800",NA,"Bujia D.","Bujia","Dongzhi","D.","true","125879998"
"470",143,"true","1","https://api.elsevier.com/content/author/author_id/57487078200","57487078200",NA,"Aleem A.","Aleem","Aihoor","A.","true","60028300"
"471",143,"true","2","https://api.elsevier.com/content/author/author_id/27467492100","27467492100",NA,"Loureiro S.M.C.","Loureiro","Sandra Maria Correia","S.M.C.","true","60028300"
"472",143,"true","3","https://api.elsevier.com/content/author/author_id/57185707900","57185707900",NA,"Bilro R.G.","Bilro","Ricardo Godinho","R.G.","true","60028300"
"473",144,"true","1","https://api.elsevier.com/content/author/author_id/56009809300","56009809300",NA,"Jalali N.","Jalali","Nima","N.","true","60006951"
"474",144,"true","2","https://api.elsevier.com/content/author/author_id/12139851200","12139851200","0000-0002-4883-0498","Moon S.","Moon","Sangkil","S.","true","60006951"
"475",144,"true","3","https://api.elsevier.com/content/author/author_id/49361331000","49361331000",NA,"Kim M.Y.","Kim","Moon Yong","M.Y.","true","60006951"
"476",145,"true","1","https://api.elsevier.com/content/author/author_id/55892979600","55892979600","0000-0001-8886-955X","Schlegelmilch B.B.","Schlegelmilch","Bodo B.","B.B.","true","60000583"
"477",145,"true","2","https://api.elsevier.com/content/author/author_id/57217007498","57217007498",NA,"Sharma K.","Sharma","Kirti","K.","true","60069591"
"478",145,"true","3","https://api.elsevier.com/content/author/author_id/57208054587","57208054587",NA,"Garg S.","Garg","Sambbhav","S.","true","60107631"
"479",146,"true","1","https://api.elsevier.com/content/author/author_id/11838859600","11838859600",NA,"Ho C.I.","Ho","Chaang Iuan","C.I.","true","60025502"
"480",146,"true","2","https://api.elsevier.com/content/author/author_id/7406351302","7406351302",NA,"Chen M.C.","Chen","Ming Chih","M.C.","true","60005101"
"481",146,"true","3","https://api.elsevier.com/content/author/author_id/57374634300","57374634300",NA,"Shih Y.W.","Shih","Ya Wei","Y.W.","true","60005101"
"482",147,"true","1","https://api.elsevier.com/content/author/author_id/57208004424","57208004424",NA,"La L.","La","Liqing","L.","true","60005244"
"483",147,"true","2","https://api.elsevier.com/content/author/author_id/35742522100","35742522100",NA,"Xu F.","Xu","Feifei","F.","true","60005244"
"484",147,"true","3","https://api.elsevier.com/content/author/author_id/57202107410","57202107410",NA,"Ren Q.","Ren","Qun","Q.","true","60004128"
"485",147,"true","4","https://api.elsevier.com/content/author/author_id/55586058900","55586058900",NA,"Zhen F.","Zhen","Feng","F.","true","60033100"
"486",147,"true","5","https://api.elsevier.com/content/author/author_id/57208777733","57208777733",NA,"Lobsang T.","Lobsang","Tashi","T.","true","60028009"
"487",148,"true","1","https://api.elsevier.com/content/author/author_id/56128248500","56128248500",NA,"Liu Y.","Liu","Yunqiang","Y.","true","60029885"
